first_name,last_name,nickname,player_country,player_continent,player_total_prize,game,game_genre
Peter,Rasmussen,dupreeh,Denmark,Europe,1822989.41,Counter-Strike: Global Offensive,First-Person Shooter
Andreas,Højsleth,Xyp9x,Denmark,Europe,1799288.57,Counter-Strike: Global Offensive,First-Person Shooter
Nicolai,Reedtz,dev1ce,Denmark,Europe,1787489.88,Counter-Strike: Global Offensive,First-Person Shooter
Lukas,Rossander,gla1ve,Denmark,Europe,1652350.75,Counter-Strike: Global Offensive,First-Person Shooter
Emil,Reif,Magisk,Denmark,Europe,1416448.64,Counter-Strike: Global Offensive,First-Person Shooter
Jakey,Yip,Stewie2k,United States of America,North America,1087340,Counter-Strike: Global Offensive,First-Person Shooter
Epitácio,de Melo,TACO,Brazil,South America,1063858.27,Counter-Strike: Global Offensive,First-Person Shooter
Fernando,Alvarenga,fer,Brazil,South America,1063038.92,Counter-Strike: Global Offensive,First-Person Shooter
Gabriel,Toledo,FalleN,Brazil,South America,1059938.92,Counter-Strike: Global Offensive,First-Person Shooter
Marcelo,David,coldzera,Brazil,South America,1021901.46,Counter-Strike: Global Offensive,First-Person Shooter
Keith,Markovic,NAF,Canada,North America,982765.66,Counter-Strike: Global Offensive,First-Person Shooter
Finn,Andersen,karrigan,Denmark,Europe,964635.39,Counter-Strike: Global Offensive,First-Person Shooter
Jonathan,Jablonowski,ELiGE,United States of America,North America,930696.42,Counter-Strike: Global Offensive,First-Person Shooter
Nick,Cannella,nitr0,United States of America,North America,920151.73,Counter-Strike: Global Offensive,First-Person Shooter
Jesper,Wecksell,JW,Sweden,Europe,897760.68,Counter-Strike: Global Offensive,First-Person Shooter
Olof,Kajbjer,olofmeister,Sweden,Europe,880011.52,Counter-Strike: Global Offensive,First-Person Shooter
Robin,Rönnquist,flusha,Sweden,Europe,877668.95,Counter-Strike: Global Offensive,First-Person Shooter
Freddy,Johansson,KRiMZ,Sweden,Europe,867823.34,Counter-Strike: Global Offensive,First-Person Shooter
Russel,Van Dulken,Twistzz,Canada,North America,835376.43,Counter-Strike: Global Offensive,First-Person Shooter
Dan,Madesclaire,apEX,France,Europe,814852.39,Counter-Strike: Global Offensive,First-Person Shooter
Nathan,Schmitt,NBK,France,Europe,805444.66,Counter-Strike: Global Offensive,First-Person Shooter
Ladislav,Kovács,GuardiaN,Slovakia,Europe,798520.8,Counter-Strike: Global Offensive,First-Person Shooter
Tarik,Celik,tarik,United States of America,North America,780039.21,Counter-Strike: Global Offensive,First-Person Shooter
Håvard,Nygaard,rain,Norway,Europe,763799.57,Counter-Strike: Global Offensive,First-Person Shooter
Nikola,Kovač,NiKo,Bosnia and Herzegovina,Europe,762802.56,Counter-Strike: Global Offensive,First-Person Shooter
Egor,Vasilyev,flamie,Russia,Europe,732920.07,Counter-Strike: Global Offensive,First-Person Shooter
Kenny,Schrub,kennyS,France,Europe,713086.68,Counter-Strike: Global Offensive,First-Person Shooter
Daniil,Teslenko,Zeus,Ukraine,Europe,689568.7,Counter-Strike: Global Offensive,First-Person Shooter
Alexander,Kostylev,s1mple,Ukraine,Europe,677155.31,Counter-Strike: Global Offensive,First-Person Shooter
Richard,Papillon,shox,France,Europe,660640.55,Counter-Strike: Global Offensive,First-Person Shooter
Janusz,Pogorzelski,snax,Poland,Europe,653938.44,Counter-Strike: Global Offensive,First-Person Shooter
Markus,Kjærbye,Kjaerbye,Denmark,Europe,617000.5,Counter-Strike: Global Offensive,First-Person Shooter
Ioann,Sukharev,Edward,Ukraine,Europe,613854.6,Counter-Strike: Global Offensive,First-Person Shooter
Filip,Kubski,neo,Poland,Europe,606880.52,Counter-Strike: Global Offensive,First-Person Shooter
Chris,de Jong,chrisJ,Netherlands,Europe,596748.79,Counter-Strike: Global Offensive,First-Person Shooter
Wiktor,Wojtas,TaZ,Poland,Europe,591510.89,Counter-Strike: Global Offensive,First-Person Shooter
Will,Wierzba,Rush,United States of America,North America,586616,Counter-Strike: Global Offensive,First-Person Shooter
Jarosław,Jarząbkowski,pashaBiceps,Poland,Europe,577382.35,Counter-Strike: Global Offensive,First-Person Shooter
Paweł,Bieliński,byali,Poland,Europe,574103.56,Counter-Strike: Global Offensive,First-Person Shooter
Patrik,Lindberg,f0rest,Sweden,Europe,547205.97,Counter-Strike: Global Offensive,First-Person Shooter
Denis,Sharipov,electroNic,Russia,Europe,531541.99,Counter-Strike: Global Offensive,First-Person Shooter
Christopher,Alesund,GeT_RiGhT,Sweden,Europe,517888.39,Counter-Strike: Global Offensive,First-Person Shooter
Richard,Landström,Xizt,Sweden,Europe,513805.74,Counter-Strike: Global Offensive,First-Person Shooter
Robin,Kool,ropz,Estonia,Europe,506010.74,Counter-Strike: Global Offensive,First-Person Shooter
Cédric,Guipouy,RpK,France,Europe,498887.62,Counter-Strike: Global Offensive,First-Person Shooter
Vincent,Schopenhauer,Happy,France,Europe,485910.46,Counter-Strike: Global Offensive,First-Person Shooter
Peter,Jarguz,stanislaw,Canada,North America,481487.38,Counter-Strike: Global Offensive,First-Person Shooter
Jonas,Olofsson,Lekr0,Sweden,Europe,464499.26,Counter-Strike: Global Offensive,First-Person Shooter
Timothy,Ta,autimatic,United States of America,North America,449799.56,Counter-Strike: Global Offensive,First-Person Shooter
Maikil,Selim,Golden,Sweden,Europe,448642.48,Counter-Strike: Global Offensive,First-Person Shooter
Tyler,Latham,Skadoodle,United States of America,North America,437479.98,Counter-Strike: Global Offensive,First-Person Shooter
Aleksi,Jalli,allu,Finland,Europe,418492.59,Counter-Strike: Global Offensive,First-Person Shooter
Renè,Borg,cajunb,Denmark,Europe,417465.86,Counter-Strike: Global Offensive,First-Person Shooter
Dauren,Kystaubayev,AdreN,Kazakhstan,Asia,414305.65,Counter-Strike: Global Offensive,First-Person Shooter
Adam,Friberg,friberg,Sweden,Europe,407662.41,Counter-Strike: Global Offensive,First-Person Shooter
Kristian,Wienecke,k0nfig,Denmark,Europe,403005.81,Counter-Strike: Global Offensive,First-Person Shooter
Vincent,Cayonte,Brehze,United States of America,North America,391973.94,Counter-Strike: Global Offensive,First-Person Shooter
Ethan,Arnold,nahtE,United States of America,North America,389680.38,Counter-Strike: Global Offensive,First-Person Shooter
Lincoln,Lau,fnx,Brazil,South America,387551.81,Counter-Strike: Global Offensive,First-Person Shooter
Ricardo,Prass,boltz,Brazil,South America,382208.97,Counter-Strike: Global Offensive,First-Person Shooter
Fabien,Fiey,KIOSHIMA,France,Europe,378500.99,Counter-Strike: Global Offensive,First-Person Shooter
Cvetelin,Nikolov,CeRq,Bulgaria,Europe,375765.04,Counter-Strike: Global Offensive,First-Person Shooter
Dennis,Edman,dennis,Sweden,Europe,361678.02,Counter-Strike: Global Offensive,First-Person Shooter
Mathias,Lauridsen,MSL,Denmark,Europe,349557.33,Counter-Strike: Global Offensive,First-Person Shooter
Denis,Kostin,seized,Russia,Europe,339091.34,Counter-Strike: Global Offensive,First-Person Shooter
Tomáš,Šťastný,oskar,Czech Republic,Europe,335508.19,Counter-Strike: Global Offensive,First-Person Shooter
Mathieu,Herbaut,ZywOo,France,Europe,333711.15,Counter-Strike: Global Offensive,First-Person Shooter
Philip,Aistrup,aizy,Denmark,Europe,332671.67,Counter-Strike: Global Offensive,First-Person Shooter
Miikka,Kemppi,suNny,Finland,Europe,326080,Counter-Strike: Global Offensive,First-Person Shooter
Valdemar,Vangså,Valde,Denmark,Europe,323423.04,Counter-Strike: Global Offensive,First-Person Shooter
João,Vasconcellos,felps,Brazil,South America,323127.22,Counter-Strike: Global Offensive,First-Person Shooter
Mikhail,Stolyarov,Dosia,Russia,Europe,307601.25,Counter-Strike: Global Offensive,First-Person Shooter
Can,Dörtkardes,XANTARES,Turkey,Asia,307129.97,Counter-Strike: Global Offensive,First-Person Shooter
Alexandre,Pianaro,bodyy,France,Europe,306178.43,Counter-Strike: Global Offensive,First-Person Shooter
Martin,Styk,STYKO,Slovakia,Europe,305655.12,Counter-Strike: Global Offensive,First-Person Shooter
Özgür,Eker,woxic,Turkey,Asia,302884.33,Counter-Strike: Global Offensive,First-Person Shooter
Fredrik,Sterner,REZ,Sweden,Europe,284845.29,Counter-Strike: Global Offensive,First-Person Shooter
Aleksi,Virolainen,Aleksib,Finland,Europe,276730.92,Counter-Strike: Global Offensive,First-Person Shooter
Alexey,Golubev,Qikert,Kazakhstan,Asia,275404.13,Counter-Strike: Global Offensive,First-Person Shooter
Rustem,Tlepov,mou,Kazakhstan,Asia,273859.49,Counter-Strike: Global Offensive,First-Person Shooter
Timur,Tulepov,Buster,Kazakhstan,Asia,273784.13,Counter-Strike: Global Offensive,First-Person Shooter
Ali,Dzhami,Jame,Russia,Europe,273117.72,Counter-Strike: Global Offensive,First-Person Shooter
Christophe,Xia,SIXER,France,Europe,272602,Counter-Strike: Global Offensive,First-Person Shooter
Abay,Khasenov,HObbit,Kazakhstan,Asia,269977.5,Counter-Strike: Global Offensive,First-Person Shooter
Edouard,Dubourdeaux,SmithZz,France,Europe,269446.78,Counter-Strike: Global Offensive,First-Person Shooter
David,Čerňanský,frozen,Slovakia,Europe,265131.4,Counter-Strike: Global Offensive,First-Person Shooter
Valentin,Vasilev,poiz0n,Bulgaria,Europe,260987.54,Counter-Strike: Global Offensive,First-Person Shooter
Damian,Steele,daps,Canada,North America,260797.63,Counter-Strike: Global Offensive,First-Person Shooter
Simon,Eliasson,twist,Sweden,Europe,260721.09,Counter-Strike: Global Offensive,First-Person Shooter
Henrique,Teles,hen1,Brazil,South America,256374.45,Counter-Strike: Global Offensive,First-Person Shooter
Adil,Benrlitom,ScreaM,Belgium,Europe,249663.46,Counter-Strike: Global Offensive,First-Person Shooter
Oscar,Cañellas,mixwell,Spain,Europe,247538.65,Counter-Strike: Global Offensive,First-Person Shooter
Johannes,Wodarz,tabseN,Germany,Europe,247248.57,Counter-Strike: Global Offensive,First-Person Shooter
Alex,McMeekin,ALEX,United Kingdom of Great Britain & Northern Ireland,Europe,245208.72,Counter-Strike: Global Offensive,First-Person Shooter
Damian,Kisłowski,Furlan,Poland,Europe,244070.27,Counter-Strike: Global Offensive,First-Person Shooter
HaoWen,Xu,somebody,China,Asia,242273.51,Counter-Strike: Global Offensive,First-Person Shooter
Jordan,Gilbert,n0thing,United States of America,North America,239956.42,Counter-Strike: Global Offensive,First-Person Shooter
Karol,Rodowicz,rallen,Poland,Europe,234332.17,Counter-Strike: Global Offensive,First-Person Shooter
Francois,Delaunay,Amanek,France,Europe,233210.47,Counter-Strike: Global Offensive,First-Person Shooter
Sanjar,Kuliev,SANJI,Uzbekistan,Asia,232167.42,Counter-Strike: Global Offensive,First-Person Shooter
Johan,Sundstein,N0tail,Denmark,Europe,6952596.58,Dota 2,Multiplayer Online Battle Arena
Jesse,Vainikka,JerAx,Finland,Europe,6470000.02,Dota 2,Multiplayer Online Battle Arena
Anathan,Pham,ana,Australia,Oceania,6000411.96,Dota 2,Multiplayer Online Battle Arena
Sébastien,Debs,Ceb,France,Europe,5554297.41,Dota 2,Multiplayer Online Battle Arena
Topias,Taavitsainen,Topson,Finland,Europe,5470902.57,Dota 2,Multiplayer Online Battle Arena
Kuro,Takhasomi,KuroKy,Germany,Europe,5193382.81,Dota 2,Multiplayer Online Battle Arena
Amer,Al-Barkawi,Miracle-,Jordan,Asia,4798043.68,Dota 2,Multiplayer Online Battle Arena
Ivan,Ivanov,MinD_ContRoL,Bulgaria,Europe,4579118.16,Dota 2,Multiplayer Online Battle Arena
Maroun,Merhej,GH,Lebanon,Asia,4193412.69,Dota 2,Multiplayer Online Battle Arena
Lasse,Urpalainen,Matumbaman,Finland,Europe,3765369.04,Dota 2,Multiplayer Online Battle Arena
Sumail,Hassan,SumaiL,Pakistan,Asia,3608317.34,Dota 2,Multiplayer Online Battle Arena
Saahil,Arora,UNiVeRsE,United States of America,North America,3057237.67,Dota 2,Multiplayer Online Battle Arena
Peter,Dager,ppd,United States of America,North America,2995619.62,Dota 2,Multiplayer Online Battle Arena
Lu,Yao,Somnus丶M,China,Asia,2984982.14,Dota 2,Multiplayer Online Battle Arena
Linsen,Xu,fy,China,Asia,2894690.34,Dota 2,Multiplayer Online Battle Arena
Clement,Ivanov,Puppey,Estonia,Europe,2864004.17,Dota 2,Multiplayer Online Battle Arena
Clinton,Loomis,Fear,United States of America,North America,2551657.34,Dota 2,Multiplayer Online Battle Arena
Gustav,Magnusson,s4,Sweden,Europe,2545626.14,Dota 2,Multiplayer Online Battle Arena
Ludwig,Wåhlberg,Zai,Sweden,Europe,2504134.31,Dota 2,Multiplayer Online Battle Arena
Tal,Aizik,Fly,Israel,Asia,2381155.91,Dota 2,Multiplayer Online Battle Arena
Aliwi,Omar,w33,Romania,Europe,2275625.58,Dota 2,Multiplayer Online Battle Arena
Artour,Babaev,Arteezy,Canada,North America,2257053.21,Dota 2,Multiplayer Online Battle Arena
Chunyu,Wang,Ame,China,Asia,2244012.27,Dota 2,Multiplayer Online Battle Arena
Zhang,Yiping,y`,China,Asia,2097095.28,Dota 2,Multiplayer Online Battle Arena
Zhang,Ruida,Faith_bian,China,Asia,2078534.86,Dota 2,Multiplayer Online Battle Arena
Andreas,Nielsen,Cr1t,Denmark,Europe,2007841.6,Dota 2,Multiplayer Online Battle Arena
Kurtis,Ling,Aui_2000,Canada,North America,2006311.11,Dota 2,Multiplayer Online Battle Arena
Peng,Li,iceice,China,Asia,2002159.51,Dota 2,Multiplayer Online Battle Arena
Chu,Zeyu,Shadow,China,Asia,1982225.7,Dota 2,Multiplayer Online Battle Arena
Zhou,Yang,bLink,China,Asia,1960956.47,Dota 2,Multiplayer Online Battle Arena
Jianwei,Yap,xNova,Malaysia,Asia,1882492.98,Dota 2,Multiplayer Online Battle Arena
Shenyi,Yang,Chalice,China,Asia,1848849.88,Dota 2,Multiplayer Online Battle Arena
Ning,Zhang,xiao8,China,Asia,1830094.33,Dota 2,Multiplayer Online Battle Arena
Damien,Chok,kpii,Australia,Oceania,1809225.3,Dota 2,Multiplayer Online Battle Arena
Roman,Kushnarev,RAMZES666,Russia,Europe,1787796.92,Dota 2,Multiplayer Online Battle Arena
Liangzhi,Hu,KaKa,China,Asia,1787083.53,Dota 2,Multiplayer Online Battle Arena
Yeik Nai,Zheng,MidOne,Malaysia,Asia,1781891.47,Dota 2,Multiplayer Online Battle Arena
Alexei,Berezin,Solo,Russia,Europe,1778125.61,Dota 2,Multiplayer Online Battle Arena
Zhihao,Chen,Hao,China,Asia,1755205.74,Dota 2,Multiplayer Online Battle Arena
Hongda,Zeng,Faith,China,Asia,1745944.26,Dota 2,Multiplayer Online Battle Arena
Pavel,Khvastunov,9pasha,Russia,Europe,1713179.57,Dota 2,Multiplayer Online Battle Arena
Vladimir,Minenko,Noone,Ukraine,Europe,1617323.45,Dota 2,Multiplayer Online Battle Arena
Junhao,Xie,Super,China,Asia,1598492.49,Dota 2,Multiplayer Online Battle Arena
Daryl Pei Xiang,Koh,iceiceice,Singapore,Asia,1553261.96,Dota 2,Multiplayer Online Battle Arena
Yazied,Jaradat,YapzOr,Jordan,Asia,1533698.67,Dota 2,Multiplayer Online Battle Arena
Rasmus,Fillipsen,MiSeRy,Denmark,Europe,1484921.92,Dota 2,Multiplayer Online Battle Arena
Roman,Fominok,Resolut1on,Ukraine,Europe,1460470.75,Dota 2,Multiplayer Online Battle Arena
Chao,Lu,Fenrir,China,Asia,1402208.92,Dota 2,Multiplayer Online Battle Arena
Pan,Zhang,Mu,China,Asia,1386339.43,Dota 2,Multiplayer Online Battle Arena
Zhicheng,Zhang,LaNm,China,Asia,1348804.67,Dota 2,Multiplayer Online Battle Arena
Fa Ming,Liang,DDC,Macao,Europe,1337308.37,Dota 2,Multiplayer Online Battle Arena
Vladimir,Nikogosyan,RodjER,Russia,Europe,1325834.13,Dota 2,Multiplayer Online Battle Arena
Adrian,Trinks,FATA,Germany,Europe,1314968.82,Dota 2,Multiplayer Online Battle Arena
Chun,Song,Sccc,China,Asia,1272450.74,Dota 2,Multiplayer Online Battle Arena
Wang,Jiao,Banana,China,Asia,1271085,Dota 2,Multiplayer Online Battle Arena
Xu,Han,Moogy,China,Asia,1221917.1,Dota 2,Multiplayer Online Battle Arena
Jiajun,Liu,Sylar,China,Asia,1212757.14,Dota 2,Multiplayer Online Battle Arena
Ren,Yangwei,eLeVeN,China,Asia,1211710.47,Dota 2,Multiplayer Online Battle Arena
Zhaohui,Wang,SanSheng,China,Asia,1202225.88,Dota 2,Multiplayer Online Battle Arena
Zhengzheng,Yao,Yao,China,Asia,1186002.61,Dota 2,Multiplayer Online Battle Arena
Zengrong,Lei,MMY!,China,Asia,1100271.44,Dota 2,Multiplayer Online Battle Arena
Bin,Fu,Q,China,Asia,1081544.74,Dota 2,Multiplayer Online Battle Arena
Martin,Sazdov,Saksa,Macedonia,Europe,1046689.75,Dota 2,Multiplayer Online Battle Arena
Yee Fung,Chai,Mushi,Malaysia,Asia,1023582.18,Dota 2,Multiplayer Online Battle Arena
Chengjun,Zhang,Paparazi,China,Asia,1001723.8,Dota 2,Multiplayer Online Battle Arena
Johan,Åström,pieliedie,Sweden,Europe,989390.86,Dota 2,Multiplayer Online Battle Arena
Jacky,Mao,EternaLEnVy,Canada,North America,987072.69,Dota 2,Multiplayer Online Battle Arena
Michał,Jankowski,Nisha,Poland,Europe,933853.71,Dota 2,Multiplayer Online Battle Arena
Ilya,Ilyuk,Lil,Ukraine,Europe,917449.86,Dota 2,Multiplayer Online Battle Arena
Zheng,Sun,Agressif,China,Asia,871452.21,Dota 2,Multiplayer Online Battle Arena
Zhilei,Xu,BurNIng,China,Asia,865656.21,Dota 2,Multiplayer Online Battle Arena
David,Tan,MoonMeander,Canada,North America,845345.4,Dota 2,Multiplayer Online Battle Arena
Jiaoyang,Zeng,Ori,China,Asia,830696.89,Dota 2,Multiplayer Online Battle Arena
David,Hull,Moo,United States of America,North America,822916.86,Dota 2,Multiplayer Online Battle Arena
Haiyang,Zhou,Yang,China,Asia,821961.68,Dota 2,Multiplayer Online Battle Arena
Peng,Du,Monet,China,Asia,813169.73,Dota 2,Multiplayer Online Battle Arena
Danil,Ishutin,Dendi,Ukraine,Europe,801915.23,Dota 2,Multiplayer Online Battle Arena
Djardel Jicko,Mampusti,DJ,Phillipines,Asia,798597.31,Dota 2,Multiplayer Online Battle Arena
Tue Soon,Chuan,Ah-fu,Malaysia,Asia,781396.55,Dota 2,Multiplayer Online Battle Arena
Fan,Bai,rOtK,China,Asia,780761.31,Dota 2,Multiplayer Online Battle Arena
Timothy,Randrup,Tims,Phillipines,Asia,770563.75,Dota 2,Multiplayer Online Battle Arena
Marcus,Hoelgaard,Ace,Denmark,Europe,734369.52,Dota 2,Multiplayer Online Battle Arena
Hock Chuan,Wong,ChuaN,Malaysia,Asia,714049.53,Dota 2,Multiplayer Online Battle Arena
Kuku,Palad,KuKU,Phillipines,Asia,710464.63,Dota 2,Multiplayer Online Battle Arena
Xinzhou,Liu,garder,China,Asia,705536.2,Dota 2,Multiplayer Online Battle Arena
Jonathan,Berg,Loda,Sweden,Europe,698363.52,Dota 2,Multiplayer Online Battle Arena
Zezhi,Chen,Xz,China,Asia,692327.42,Dota 2,Multiplayer Online Battle Arena
Jerry,Lundqvist,EGM,Sweden,Europe,679039.12,Dota 2,Multiplayer Online Battle Arena
Oleksandr,Dashkevych,XBOCT,Ukraine,Europe,661271.48,Dota 2,Multiplayer Online Battle Arena
Jiwei,Huang,Shiki,China,Asia,653514.33,Dota 2,Multiplayer Online Battle Arena
Joakim,Akterhall,Akke,Sweden,Europe,643143.08,Dota 2,Multiplayer Online Battle Arena
Pan,Yi,Fade,China,Asia,641178.98,Dota 2,Multiplayer Online Battle Arena
Henrik,Ahnberg,AdmiralBulldog,Sweden,Europe,638938.79,Dota 2,Multiplayer Online Battle Arena
Marc Polo,Luis Fausto,Raven,Phillipines,Asia,609393.1,Dota 2,Multiplayer Online Battle Arena
Yong Min,Kim,Febby,Republic of Korea,Asia,602221.88,Dota 2,Multiplayer Online Battle Arena
Yongzheng,He,Inflame,China,Asia,601854.15,Dota 2,Multiplayer Online Battle Arena
Cong,Ding,Dy,China,Asia,594922.51,Dota 2,Multiplayer Online Battle Arena
Sunyeob,Kim,QO,Republic of Korea,Asia,591322.79,Dota 2,Multiplayer Online Battle Arena
Artem,Barshack,fng,Belarus,Europe,591271.39,Dota 2,Multiplayer Online Battle Arena
Noah,Pyo,MP,Republic of Korea,Asia,591176.77,Dota 2,Multiplayer Online Battle Arena
Sang Hyeok,Lee,Faker,Republic of Korea,Asia,1257615.87,League of Legends,Multiplayer Online Battle Arena
Ho Seong,Lee,Duke,Republic of Korea,Asia,954620.62,League of Legends,Multiplayer Online Battle Arena
Jun Sik,Bae,Bang,Republic of Korea,Asia,915451.46,League of Legends,Multiplayer Online Battle Arena
Jae Wan,Lee,Wolf,Republic of Korea,Asia,913084.7,League of Legends,Multiplayer Online Battle Arena
Seong Ung,Bae,Bengi,Republic of Korea,Asia,810683,League of Legends,Multiplayer Online Battle Arena
Wen Bo,Yu,JackeyLove,China,Asia,682248.64,League of Legends,Multiplayer Online Battle Arena
Eui Jin,Song,Rookie,Republic of Korea,Asia,610445.7,League of Legends,Multiplayer Online Battle Arena
Zhen Ning,Gao,Ning,China,Asia,566607.87,League of Legends,Multiplayer Online Battle Arena
Sun Gu,Kang,Blank,Republic of Korea,Asia,559518.75,League of Legends,Multiplayer Online Battle Arena
Jo,Yong-in,CoreJJ,Republic of Korea,Asia,556087.84,League of Legends,Multiplayer Online Battle Arena
Chan Yong,Kang,Ambition,Republic of Korea,Asia,553234.2,League of Legends,Multiplayer Online Battle Arena
Liu Yi,Wang,Baolan,China,Asia,548235.82,League of Legends,Multiplayer Online Battle Arena
Zihao,Jian,Uzi,China,Asia,545447.56,League of Legends,Multiplayer Online Battle Arena
Hau Hsuan,Hung,Karsa,Taiwan,Asia,538926.12,League of Legends,Multiplayer Online Battle Arena
Dong Geun,Kang,TheShy,Republic of Korea,Asia,538444.86,League of Legends,Multiplayer Online Battle Arena
Se Hyeong,Cho,Mata,Republic of Korea,Asia,533979.52,League of Legends,Multiplayer Online Battle Arena
Jae Hyuk,Park,Ruler,Republic of Korea,Asia,526957.64,League of Legends,Multiplayer Online Battle Arena
Jung,Eon-yeong,Impact,Republic of Korea,Asia,515306.14,League of Legends,Multiplayer Online Battle Arena
Yuan Hao,Li,xiaohu,China,Asia,507800.58,League of Legends,Multiplayer Online Battle Arena
Seong Jin,Lee,CuVee,Republic of Korea,Asia,488379.08,League of Legends,Multiplayer Online Battle Arena
Min Ho,Lee,Crown,Republic of Korea,Asia,483747.81,League of Legends,Multiplayer Online Battle Arena
Wang Ho,Han,Peanut,Republic of Korea,Asia,479060.15,League of Legends,Multiplayer Online Battle Arena
Shi Yu,Liu,Mlxg,China,Asia,472216.01,League of Legends,Multiplayer Online Battle Arena
Luka,Perković,PerkZ,Croatia,Europe,471280.47,League of Legends,Multiplayer Online Battle Arena
Kai,Ming,ClearLove,China,Asia,471086.78,League of Legends,Multiplayer Online Battle Arena
Rasmus,Winther,Caps,Denmark,Europe,458259.05,League of Legends,Multiplayer Online Battle Arena
Won Seok,Heo,PawN,Republic of Korea,Asia,440580.94,League of Legends,Multiplayer Online Battle Arena
Martin,Larsson,Rekkles,Sweden,Europe,438830.14,League of Legends,Multiplayer Online Battle Arena
Paul,Boyer,sOAZ,France,Europe,422314.79,League of Legends,Multiplayer Online Battle Arena
Hyuk Kyu,Kim,Deft,Republic of Korea,Asia,409144.64,League of Legends,Multiplayer Online Battle Arena
Marcin,Jankowski,Jankos,Poland,Europe,403320.75,League of Legends,Multiplayer Online Battle Arena
Sen Ming,Shi,Ming,China,Asia,379664.5,League of Legends,Multiplayer Online Battle Arena
Jong In,Kim,PraY,Republic of Korea,Asia,374778.08,League of Legends,Multiplayer Online Battle Arena
Jun Ze,Yan,letme,China,Asia,360201.28,League of Legends,Multiplayer Online Battle Arena
Min Seung,Kang,Haru,Republic of Korea,Asia,348691.73,League of Legends,Multiplayer Online Battle Arena
Seung Hoon,Heo,Huni,Republic of Korea,Asia,347699.25,League of Legends,Multiplayer Online Battle Arena
Hyeong Seok,Jang,Looper,Republic of Korea,Asia,346307.48,League of Legends,Multiplayer Online Battle Arena
Ye,Tian,Meiko,China,Asia,337832.12,League of Legends,Multiplayer Online Battle Arena
Shuo Jie,Hu,SwordArt,Taiwan,Asia,337163.36,League of Legends,Multiplayer Online Battle Arena
Martin,Hansen,Wunder,Denmark,Europe,336306.24,League of Legends,Multiplayer Online Battle Arena
Tae Sang,Kim,doinb,Republic of Korea,Asia,330849.29,League of Legends,Multiplayer Online Battle Arena
Beom Hyeon,Kang,GorillA,Republic of Korea,Asia,329318.02,League of Legends,Multiplayer Online Battle Arena
Zdravec,Gulubov,Hylissang,Bulgaria,Europe,325910.24,League of Legends,Multiplayer Online Battle Arena
Seung Bin,Gu,imp,Republic of Korea,Asia,318379.81,League of Legends,Multiplayer Online Battle Arena
Mads,Brock-Pedersen,Broxah,Denmark,Europe,313654.08,League of Legends,Multiplayer Online Battle Arena
Peter,Peng,Doublelift,United States of America,North America,306475.81,League of Legends,Multiplayer Online Battle Arena
Kyung Ho,Song,Smeb,Republic of Korea,Asia,300818.81,League of Legends,Multiplayer Online Battle Arena
Gabriël,Rau,Bwipo,Belgium,Europe,287279.5,League of Legends,Multiplayer Online Battle Arena
Bo Wei,Cheng,bebe,Taiwan,Asia,286115.32,League of Legends,Multiplayer Online Battle Arena
Zachary,Scuderi,Sneaky,United States of America,North America,282456.48,League of Legends,Multiplayer Online Battle Arena
In Kyu,Choi,DanDy,Republic of Korea,Asia,281150.19,League of Legends,Multiplayer Online Battle Arena
Wei Xiang,Lin,Lwx,China,Asia,271901.75,League of Legends,Multiplayer Online Battle Arena
Tian Liang,Gao,Tian,China,Asia,268282.03,League of Legends,Multiplayer Online Battle Arena
Seo Haeng,Lee,kurO,Republic of Korea,Asia,267646.88,League of Legends,Multiplayer Online Battle Arena
Han Saem,Kim,GimGoon,Republic of Korea,Asia,266509.03,League of Legends,Multiplayer Online Battle Arena
Qing Song,Liu,Crisp,China,Asia,265601.98,League of Legends,Multiplayer Online Battle Arena
Gwang Jin,Chae,Piglet,Republic of Korea,Asia,265429.15,League of Legends,Multiplayer Online Battle Arena
Nicolaj,Jensen,Jensen,Denmark,Europe,265283.06,League of Legends,Multiplayer Online Battle Arena
Yang,Tong,Koro1,China,Asia,260755.41,League of Legends,Multiplayer Online Battle Arena
Jake,Puchero,Xmithie,Phillipines,Asia,260170.9,League of Legends,Multiplayer Online Battle Arena
Dennis,Johnsen,Svenskeren,Denmark,Europe,257257.41,League of Legends,Multiplayer Online Battle Arena
Jeong Hyeon,Lee,PoohManDu,Republic of Korea,Asia,256771.39,League of Legends,Multiplayer Online Battle Arena
Alfonso,Aguirre Rodriguez,Mithy,Spain,Europe,252718.89,League of Legends,Multiplayer Online Battle Arena
Jesper,Svenningsen,Zven,Denmark,Europe,250580.01,League of Legends,Multiplayer Online Battle Arena
Søren,Bjerg,Bjergsen,Denmark,Europe,250222.7,League of Legends,Multiplayer Online Battle Arena
Ji Hoon,Lee,Easyhoon,Republic of Korea,Asia,249497.86,League of Legends,Multiplayer Online Battle Arena
Ye Chan,Lee,Scout,Republic of Korea,Asia,242290.45,League of Legends,Multiplayer Online Battle Arena
Yi Tang,Huang,Maple,Taiwan,Asia,240437.63,League of Legends,Multiplayer Online Battle Arena
Dong Ha,Kim,Khan,Republic of Korea,Asia,232418.28,League of Legends,Multiplayer Online Battle Arena
Kyung Sup,Yoon,Zero,Republic of Korea,Asia,229438.65,League of Legends,Multiplayer Online Battle Arena
June Tsan,Wang,Stanley,Taiwan,Asia,225522.01,League of Legends,Multiplayer Online Battle Arena
